indent,names,kind,pop_mil,lat,lon,iana,gv_id
                ,the bight,city,,24.315,-75.452,TBI,3221
                ,north eleuthera,city,,25.475,-76.684,ELH,3222
                ,san salvador (bs),city,,24.063,-74.524,ZSA,3223
                ,nassau,city,,25.039,-77.466,NAS,3224
                ,mayaguana,city,,22.379,-73.013,MYG,3225
                ,inagua,city,,20.975,-73.667,IGA,3226
                ,deadmans cay,city,,23.179,-75.094,LGI,3227
                ,george town,city,,23.563,-75.878,GGT,3228
                ,bimini,city,,25.700,-79.265,BIM,3229
                ,spring point,city,,22.442,-73.971,AXP,3230
                ,marsh harbour,city,,26.511,-77.084,MHH,3231
            ,cuba,country,
                ,cayo las brujas,city,,22.621,-79.147,BWW,3236
                ,bayamo,city,0.193,20.396,-76.621,BYM,3237
                ,cienfuegos,city,0.187,22.150,-80.414,CFG,3238
                ,cayo largo del sur,city,,21.617,-81.546,CYO,3239
                ,moa,city,,20.654,-74.922,MOA,3240
                ,baracoa,city,,20.365,-74.506,BCA,3241
                ,varadero,city,,23.034,-81.435,VRA,3242
                ,santiago (cu),city,,19.970,-75.835,SCU,3243
                ,holguin,city,0.319,20.786,-76.315,HOG,3244
                ,camaguey,city,0.348,21.420,-77.848,CMW,3245
                ,las tunas,city,0.204,20.988,-76.936,VTU,3246
                ,manzanillo (cu),city,,20.288,-77.089,MZO,3247
                ,nueva gerona,city,0.026,21.835,-82.784,GER,3248
                ,cayo coco,city,,22.461,-78.328,CCC,3249
                ,havana,city,2.174,22.989,-82.409,HAV,3250
                ,santa clara,city,0.251,22.492,-79.944,SNU,3251
                ,guantanamo,city,0.273,20.085,-75.158,GAO,3252
        ,central america,region,
            ,nicaragua,country,
                ,managua,city,0.920,12.142,-86.168,MGA,654
            ,costa rica,country,
                ,tortuquero,city,,10.420,-83.609,TTQ,798
                ,quepos,city,,9.443,-84.130,XQP,799
                ,fortuna,city,,10.478,-84.634,FON,800
                ,tambor,city,,9.739,-85.014,TMU,801
                ,san jose (cr),city,,9.994,-84.209,SJO,802
                ,puerto jimenez,city,,8.533,-83.300,PJM,804
            ,belize,country,
                ,corozal (bz),city,,,,CZH,860
                ,punta gorda,city,,,,PND,861
                ,belize city,city,0.063,17.539,-88.308,BZE,862
                ,dangriga,city,0.011,,,DGA,863
                ,belmopan,city,0.015,,,BCV,864
            ,mexico,country,
                ,aguascalientes,city,0.869,21.706,-102.318,AGU,980
                ,matamoros,city,,25.770,-97.525,MAM,981
                ,ixtapa,city,,17.602,-101.461,ZIH,982
                ,hermosillo,city,0.596,29.096,-111.048,HMO,983
                ,piedras negras,city,0.140,28.627,-100.535,PDS,984
                ,poza rica,city,,20.603,-97.461,PAZ,985
                ,ciudad victoria,city,0.275,23.703,-98.956,CVM,986
                ,cuernavaca,city,0.834,18.835,-99.261,CVJ,987
                ,queretaro,city,0.961,20.617,-100.186,QRO,988
                ,chetumal,city,0.155,18.505,-88.327,CTM,989
                ,ciudad juarez,city,,31.636,-106.429,CJS,990
                ,manzanillo (mx),city,,19.145,-104.559,ZLO,991
                ,ciudad del carmen,city,0.156,18.654,-91.799,CME,992
                ,puerto penasco,city,,31.352,-113.305,PPE,993
                ,los mochis,city,0.249,25.685,-109.081,LMM,994
                ,puebla,city,2.195,19.158,-98.371,PBC,995
                ,cozumel,city,0.074,20.522,-86.926,CZM,996
                ,puerto vallarta,city,0.187,20.680,-105.254,PVR,997
                ,colima,city,0.223,19.277,-103.577,CLQ,998
                ,tuxtla gutierrez,city,,16.564,-93.022,TGZ,999
                ,morelia,city,0.644,19.850,-101.025,MLM,1000
                ,tepic,city,0.319,21.419,-104.843,TPQ,1001
                ,jalapa,city,,19.475,-96.798,JAL,1002
                ,torreon,city,1.144,25.568,-103.411,TRC,1003
                ,villahermosa,city,0.429,17.997,-92.817,VSA,1004
                ,puerto escondido,city,0.019,15.877,-97.089,PXM,1005
                ,zacatecas,city,0.234,22.897,-102.687,ZCL,1006
                ,tapachula,city,0.222,14.794,-92.370,TAP,1007
                ,tampico,city,0.859,22.296,-97.866,TAM,1008
                ,nuevo laredo,city,0.350,27.444,-99.571,NLD,1009
                ,huatulco,city,,15.775,-96.263,HUX,1010
                ,lazaro cardenas,city,,18.002,-102.221,LZC,1011
                ,reynosa,city,0.499,26.009,-98.228,REX,1012
                ,veracruz,city,0.579,19.146,-96.187,VER,1013
                ,loreto,city,0.011,25.989,-111.348,LTO,1014
                ,merida (mx),city,,20.937,-89.658,MID,1015
                ,toluca,city,1.531,19.337,-99.566,TLC,1016
                ,mazatlan,city,0.368,23.161,-106.266,MZT,1017
                ,leon (mx),city,,20.994,-101.481,BJX,1018
                ,oaxaca,city,0.531,17.000,-96.727,OAX,1019
                ,uruapan,city,0.265,19.397,-102.039,UPN,1020
                ,acapulco,city,,16.757,-99.754,ACA,1021
                ,san jose cabo,city,,23.152,-109.721,SJD,1022
                ,guadalajara,city,4.198,20.522,-103.311,GDL,1023
                ,mexico city,city,19.028,19.436,-99.072,MEX,1024
                ,campeche,city,0.205,19.817,-90.500,CPE,1025
                ,la paz (mx),city,,24.073,-110.362,LAP,1026
                ,mexicali,city,0.885,32.631,-115.242,MXL,1027
                ,ciudad obregon,city,0.288,27.393,-109.833,CEN,1028
                ,durango (mx),city,,24.124,-104.528,DGO,1029
                ,saltillo,city,0.754,25.549,-100.929,SLW,1030
                ,san luis potosi,city,0.992,22.254,-100.931,SLP,1031
                ,monterrey,city,3.712,25.778,-100.107,MTY,1032
                ,minatitlan,city,0.202,18.103,-94.581,MTT,1033
                ,tijuana,city,1.553,32.541,-116.970,TIJ,1034
                ,chihuahua,city,0.793,28.703,-105.965,CUU,1035
                ,cancun,city,0.542,21.037,-86.877,CUN,1036
                ,culiacan,city,0.809,24.764,-107.475,CUL,1037
            ,honduras,country,
                ,tegucigalpa,city,0.946,14.061,-87.217,TGU,1191
                ,san pedro sula,city,0.680,15.453,-87.924,SAP,1192
                ,puerto lempira,city,0.005,15.262,-83.781,PEU,1193
                ,guanaja,city,,16.445,-85.907,GJA,1194
                ,roatan,city,0.008,16.317,-86.523,RTB,1195
            ,guatemala,country,
                ,flores,city,0.038,16.914,-89.866,FRS,1559
                ,guatemala city,city,1.024,14.583,-90.527,GUA,1560
            ,panama,country,
                ,panama city (pa),city,,9.071,-79.383,PTY,3004
                ,bocas del toro,city,0.010,9.341,-82.251,BOC,3005
                ,puerto obaldia,city,,8.667,-77.418,PUE,3006
                ,contadora,city,,,,OTD,3007
                ,achutupo,city,,,,ACU,3008
                ,david,city,0.110,8.391,-82.435,DAV,3009
        ,northern america,region,
            ,bermuda,country,
            ,greenland,country,
                ,saqqaq,city,,,,QUP,940
                ,nuuk,city,0.015,64.191,-51.678,GOH,941
                ,sisimiut,city,0.005,66.951,-53.729,JHS,942
                ,nuussuaq,city,,,,NSQ,943
                ,savissivik,city,0.000,,,SVR,944
                ,paamiut,city,0.002,61.992,-49.662,JFR,945
                ,kangerlussuaq,city,,67.012,-50.712,SFJ,946
                ,kangaatsiaq,city,,68.313,-53.460,QPW,947
                ,kulusuk island,city,,,,KUS,948
                ,maniitsoq,city,,65.412,-52.939,JSU,949
                ,qaanaaq,city,0.001,77.489,-69.389,NAQ,950
                ,upernavik,city,0.001,72.790,-56.131,JUV,951
                ,pituffik,city,,76.531,-68.703,THU,952
                ,qassumiut heliport,city,,,,QJH,953
                ,neerlerit inaat,city,,70.743,-22.650,CNP,954
                ,ikerasak,city,,,,IKE,955
                ,ilulissat,city,0.004,69.243,-51.057,JAV,956
                ,narsarsuaq,city,0.000,61.160,-45.426,UAK,957
            ,st. pierre and miquelon,country,
                ,st pierre,city,,46.763,-56.173,FSP,1487
            ,united states of america|united states|us,country,
                ,augusta (us ga),city,,33.370,-81.965,AGS,2055
                ,grand rapids (us mi),city,,42.881,-85.523,GRR,2061
                ,koyuk,city,,64.939,-161.154,KKA,2065
                ,springfield (us il),city,,39.844,-89.678,SPI,2066
                ,lake minchumina,city,,63.886,-152.302,LMA,2068
                ,unalakleet,city,,63.888,-160.799,UNK,2069
                ,oneill,city,,,,ONL,2070
                ,jacksonville (us fl),city,,30.494,-81.688,JAX,2076
                ,jackson (us ms),city,,32.311,-90.076,JAN,2077
                ,charleston (us sc),city,,32.899,-80.040,CHS,2078
                ,jackson (us wy),city,,43.607,-110.738,JAC,2079
                ,tok,city,,63.329,-142.954,TKJ,2083
                ,st paul island,city,,57.167,-170.220,SNP,2084
                ,grand canyon,city,,35.952,-112.147,GCN,2086
                ,bettles,city,,66.914,-151.529,BTT,2087
                ,barter island,city,,70.134,-143.582,BTI,2090
                ,west yellowstone,city,,44.688,-111.118,WYS,2091
                ,rampart,city,,,,RMP,2092
                ,panama city (us),city,,30.357,-85.795,ECP,2094
                ,jacksonville (us nc),city,,34.829,-77.612,OAJ,2095
                ,yakutat,city,,59.503,-139.660,YAK,2097
                ,victoria,city,,28.853,-96.919,VCT,2102
                ,chicken,city,,,,CKX,2107
                ,nome,city,,64.512,-165.445,OME,2112
                ,alexandria (us),city,,31.327,-92.550,AEX,2114
                ,durango (us),city,,37.152,-107.754,DRO,2128
                ,quinhagak,city,,59.755,-161.845,KWN,2129
                ,deering,city,,66.070,-162.766,DRG,2130
                ,coldfoot,city,,,,CXF,2132
                ,melbourne (us),city,,28.103,-80.645,MLB,2133
                ,port heiden,city,,56.959,-158.633,PTH,2136
                ,jamestown (us nd),city,,46.930,-98.678,JMS,2137
                ,minto,city,,,,MNT,2138
                ,burlington (us vt),city,,44.472,-73.153,BTV,2139
                ,manley hot springs,city,,64.998,-150.644,MLY,2147
                ,telluride,city,,37.954,-107.908,TEX,2149
                ,adak island,city,,51.878,-176.646,ADK,2150
                ,barrow,city,,71.285,-156.766,BRW,2151
                ,burlington (us ia),city,,40.783,-91.126,BRL,2152
                ,togiak,city,,59.053,-160.397,TOG,2154
                ,venetie,city,,67.009,-146.366,VEE,2166
                ,prudhoe bay,city,,70.195,-148.465,SCC,2167
                ,chevak,city,,61.541,-165.601,VAK,2169
                ,hancock,city,,47.168,-88.489,CMX,2171
                ,greenville (us ms),city,,33.483,-90.986,GLH,2176
                ,anaktuvuk pass,city,,68.134,-151.743,AKP,2177
                ,atka,city,,52.220,-174.206,AKB,2178
                ,augusta (us me),city,,44.321,-69.797,AUG,2180
                ,valparaiso,city,,30.483,-86.525,VPS,2187
                ,st george island,city,,56.578,-169.662,STG,2188
                ,st cloud,city,,45.547,-94.060,STC,2189
                ,st louis,city,,38.749,-90.370,STL,2190
                ,santa rosa (us),city,,38.509,-122.813,STS,2191
                ,kauai island,city,,21.976,-159.339,LIH,2193
                ,fayetteville (us ar),city,,36.282,-94.307,XNA,2197
                ,kake,city,,,,KAE,2198
                ,kaltag,city,,64.319,-158.741,KAL,2199
                ,nikolai,city,,63.019,-154.358,NIB,2200
                ,atqasuk,city,,70.467,-157.436,ATK,2205
                ,watertown (us sd),city,,44.914,-97.155,ATY,2208
                ,huslia,city,,65.698,-156.351,HSL,2221
                ,richmond (us),city,,37.505,-77.320,RIC,2223
                ,newtok,city,,,,WWT,2226
                ,columbia (us mo),city,,38.818,-92.220,COU,2227
                ,fort smith (us),city,,35.337,-94.367,FSM,2230
                ,noatak,city,,67.566,-162.975,WTK,2232
                ,goodnews bay,city,,,,GNU,2237
                ,sand point,city,,55.315,-160.523,SDP,2240
                ,portland (us me),city,,43.646,-70.309,PWM,2242
                ,emmonak,city,,62.786,-164.491,EMK,2246
                ,savoonga,city,,63.686,-170.493,SVA,2249
                ,stevens village,city,,,,SVS,2250
                ,florence (us),city,,34.185,-79.724,FLO,2251
                ,tri cities,city,,36.475,-82.407,TRI,2253
                ,valdez,city,,61.134,-146.248,VDZ,2254
                ,ely,city,,39.300,-114.842,ELY,2261
                ,haines,city,,59.244,-135.524,HNS,2267
                ,st george (us),city,,37.036,-113.510,SGU,2268
                ,jackson (us tn),city,,35.600,-88.916,MKL,2269
                ,springfield (us mo),city,,37.246,-93.389,SGF,2270
                ,tanana,city,,,,TAL,2277
                ,athens (us),city,,33.949,-83.326,AHN,2278
                ,fort yukon,city,,66.572,-145.250,FYU,2281
                ,hughes,city,,66.041,-154.263,HUS,2282
                ,holy cross,city,,62.188,-159.775,HCR,2283
                ,belleville,city,,38.545,-89.835,BLV,2284
                ,grand canyon west,city,,,,GCW,2287
                ,wainwright,city,,70.638,-159.995,AIN,2292
                ,jamestown (us ny),city,,42.153,-79.258,JHW,2293
                ,columbia (us sc),city,,33.939,-81.119,CAE,2295
                ,long island macarthur,city,,40.795,-73.100,ISP,2297
                ,greenville (us nc),city,,35.635,-77.385,PGV,2298
                ,portland (us or),city,,45.589,-122.598,PDX,2299
                ,rochester (us mn),city,,43.908,-92.500,RST,2302
                ,shishmaref,city,,66.250,-166.089,SHH,2314
                ,cape lisburne,city,,68.875,-166.110,LUR,2319
                ,golden triangle,city,,33.450,-88.591,GTR,2322
                ,beaver,city,,66.362,-147.407,WBQ,2325
                ,akutan,city,,54.134,-165.779,KQA,2328
                ,ruby,city,,64.727,-155.470,RBY,2329
                ,kotzebue,city,,66.885,-162.599,OTZ,2331
                ,point hope,city,,,,PHO,2337
                ,shaktoolik,city,,64.371,-161.224,SKK,2342
                ,aniak,city,,61.582,-159.543,ANI,2347
                ,shageluk,city,,62.692,-159.569,SHX,2348
                ,fayetteville (us nc),city,,34.991,-78.880,FAY,2352
                ,mekoryuk,city,,60.371,-166.271,MYU,2361
                ,point lay,city,,69.733,-163.005,PIZ,2362
                ,elim,city,,64.615,-162.272,ELI,2364
                ,buckland,city,,65.982,-161.149,BKC,2372
                ,wales,city,,65.623,-168.095,WAA,2383
                ,king salmon,city,,58.677,-156.649,AKN,2385
                ,rochester (us ny),city,,43.119,-77.672,ROC,2387
                ,selawik,city,,66.600,-159.986,WLK,2388
                ,santa fe (us),city,,35.617,-106.089,SAF,2391
                ,igiugig,city,,59.324,-155.902,IGG,2399
                ,st michael,city,,63.490,-162.110,SMK,2402
                ,glasgow (us),city,,48.213,-106.615,GGW,2404
                ,albany (us ny),city,,42.748,-73.802,ALB,2408
                ,false pass,city,,54.847,-163.410,KFP,2412
                ,kotlik,city,,63.031,-163.533,KOT,2413
                ,lehigh valley,city,,40.652,-75.441,ABE,2415
                ,aberdeen (us),city,,45.449,-98.422,ABR,2418
                ,albany (us ga),city,,31.535,-84.195,ABY,2419
                ,birmingham (us),city,,33.563,-86.754,BHM,2420
                ,egegik,city,,58.186,-157.375,EGX,2422
                ,bradford,city,,41.803,-78.640,BFD,2428
                ,columbus (us ga),city,,32.516,-84.939,CSG,2444
                ,kona,city,,19.739,-156.046,KOA,2445
                ,allakaket,city,,66.552,-152.622,AET,2446
                ,nuiqsut,city,,70.210,-151.006,NUI,2448
                ,port moller,city,,56.006,-160.561,PML,2450
                ,dutch harbor,city,,53.900,-166.544,DUT,2451
                ,block island,city,,41.168,-71.578,BID,2456
                ,crooked creek,city,,,,CKD,2459
                ,mcgrath,city,,62.953,-155.606,MCG,2469
                ,dillingham,city,,59.045,-158.505,DLG,2472
                ,grand rapids (us mn),city,,47.211,-93.510,GPZ,2474
                ,teller mission,city,,65.331,-166.466,KTS,2476
